"osebuildingid","datayear","buildingname","buildingtype","taxparcelidentificationnumber","address","city","state","zipcode","latitude","longitude","neighborhood","councildistrictcode","yearbuilt","numberoffloors","numberofbuildings","propertygfatotal","propertygfabuildings","propertygfaparking","selfreportgfatotal","selfreportgfabuildings","selfreportparking","energystarscore","siteeuiwn_kbtu_sf","siteeui_kbtu_sf","siteenergyuse_kbtu","siteenergyusewn_kbtu","sourceeuiwn_kbtu_sf","sourceeui_kbtu_sf","epapropertytype","largestpropertyusetype","largestpropertyusetypegfa","secondlargestpropertyusetype","secondlargestpropertyuse","thirdlargestpropertyusetype","thirdlargestpropertyusetypegfa","electricity_kwh","steamuse_kbtu","naturalgas_therms","compliancestatus","complianceissue","electricity_kbtu","naturalgas_kbtu","totalghgemissions","ghgemissionsintensity","demolished"
"22650","2023","BALLARD HARDWARE","NonResidential","2767702360","4749 BALLARD AVE NW","SEATTLE","WA","98107","47.66353","-122.38064","BALLARD","6","1927","4","1","42500","42500","0","42500","42500","0","98","8.100000381","8.199999809","348292","345346","22.79999924","22.89999962","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","32500","Retail Store","10000","NA",,"102078",,,"Compliant","No Issue","348292",,"2","0.047","false"
"22654","2023","SANBORN BUILDING","NonResidential","2767702515","5325 BALLARD AVE NW","SEATTLE","WA","98107","47.66691","-122.38416","BALLARD","6","1901","4","1","23032","23032","0","21208","21208","0",,"60.20000076","58.20000076","1234250","1277774","168.6999969","163","Office","Office","14448","Restaurant","6760","NA",,"361738",,,"Compliant","No Issue","1234250",,"7.2","0.339","false"
"22670","2023","BALLARD LANDMARK","Multifamily MR (5-9)","2767702915","5433 LEARY AVE NW","SEATTLE","WA","98107","47.66741","-122.38349","BALLARD","6","2008","6","1","197368","153847","43521","197368","153847","43521","39","48","47.09999847","7246552","7389550","112","108.9000015","Multifamily MR (5-9)","Multifamily Housing","144947","Parking","43521","Retail Store","8900","1532215",,"20186","Compliant","No Issue","5227918","2018630","137.3","0.892","false"
"22672","2023","OLYMPIC HEALTH  CLUB","NonResidential","2767702960","5301 LEARY AVE NW","SEATTLE","WA","98107","47.66646","-122.38263","BALLARD","6","1900","3","1","45750","40836","4914","45750","42850","2900",,,,,,,,"Other","Other","42850","Parking","2900","NA",,"512945",,,"Not Compliant","Missing EUI, Incomplete Fuel Data","1750168",,"10.2","0.238","false"
"22674","2023","CURTIS BLDG","Multifamily LR (1-4)","2767703065","5227 LEARY AVE NW","SEATTLE","WA","98107","47.66621","-122.38194","BALLARD","6","1911","4","1","30200","30200","0","30200","30200","0","100","23.60000038","23.79999924","719842","712475","43.59999847","43.79999924","Multifamily LR (1-4)","Multifamily Housing","30200","NA",,"NA",,"95019",,"3956","Compliant","No Issue","324205","395640","22.8","0.755","false"
"22676","2023","MOX BUILDING","NonResidential","2767703120","5105 LEARY AVE NW","SEATTLE","WA","98107","47.66497","-122.38047","BALLARD","6","1968","2","1","23500","23500","0","23528","23528","0",,"44.29999924","44.5","1046483","1041192","93.30000305","93.5","Office","Office","15477","Retail Store","5901","Restaurant","2150","184523",,"4169","Compliant","No Issue","629593","416890","25.7","1.092","false"
"22678","2023","HATCH & KIRK","NonResidential","2767703190","4925 LEARY AVE NW","SEATTLE","WA","98107","47.66431","-122.37988","BALLARD","6","1966","1","1","22282","22282","0","22828","22828","0","68","21.89999962","22.29999924","509463","500860","49.20000076","49.70000076","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","22828","NA",,"NA",,"100441",,"1668","Compliant","No Issue","342705","166760","10.8","0.473","false"
"22679","2023","BALLARD MINI STG","NonResidential","2767703240","4714 BALLARD AVE NW","SEATTLE","WA","98107","47.66351","-122.37961","BALLARD","6","1902","2","1","24000","24000","0","23192","23192","0",,"26.10000038","27.29999924","632923","604367","37.20000076","38.79999924","Self-Storage Facility","Self-Storage Facility","23192","NA",,"NA",,"39275",,"4989","Compliant","No Issue","134005","498920","27.2","1.173","false"
"22681","2023","LESLEY MANOR","Multifamily LR (1-4)","2767703445","5209 RUSSELL AVE NW","SEATTLE","WA","98107","47.66624","-122.38062","BALLARD","6","1964","4","1","36000","32471","3529","36000","32471","3529","87","25.10000038","25.5","827692","815936","70.40000153","71.40000153","Multifamily LR (1-4)","Multifamily Housing","32471","Parking","3529","NA",,"242583",,,"Compliant","No Issue","827692",,"4.8","0.148","false"
"22684","2023","PAC MED AND APTS","NonResidential","2767703630","1903 NW MARKET ST","SEATTLE","WA","98107","47.66852","-122.38175","BALLARD","6","1909","3","1","27085","27085","0","27085","27085","0",,"72.30000305","77.5","2098979","1959014","133.3999939","138.8999939","Mixed Use Property","Strip Mall","9500","Office","8196","Multifamily Housing","6700","260823",,"12090","Compliant","No Issue","889927","1209050","69.2","2.555","false"
"22739","2023","GREENHOUSE CONDOMINIUM","Multifamily LR (1-4)","2909000000","2210 NE 92ND ST","SEATTLE","WA","98115","47.69639","-122.30507","NORTHEAST","4","1979","4","1","75154","75154","0","75154","75154","0","86","24.70000076","24.29999924","1825715","1856572","65.19999695","65","Multifamily LR (1-4)","Multifamily Housing","75154","NA",,"NA",,"496811",,"1306","Compliant","No Issue","1695118","130600","16.8","0.224","false"
"22742","2023","GREENLAKE NORTHWEST CONDOMINIUM","Multifamily LR (1-4)","2909230000","734 N 94TH ST","SEATTLE","WA","98103","47.69724","-122.34847","NORTHWEST","5","1987","3","1","24156","24156","0","26783","20475","6308","93","24.20000076","24.60000038","504250","496274","67.90000153","69","Multifamily LR (1-4)","Multifamily Housing","20475","Parking","6308","NA",,"147787",,,"Compliant","No Issue","504251",,"2.9","0.142","false"
"22746","2023","GREENTREE VILLAGE CONDOMINIUM","Multifamily LR (1-4)","2910700000","13735 15TH AVE NE","SEATTLE","WA","98125","47.72958","-122.31321","NORTHWEST","5","1975","3","1","79963","79963","0","78171","73187","4984","28","29","29.20000076","2134452","2119540","81.09999847","81.69999695","Multifamily LR (1-4)","Multifamily Housing","73187","Parking","3248","NA",,"625572",,,"Compliant","No Issue","2134452",,"12.4","0.169","false"
"22748","2023","GREENWOOD ARMS CONDOMINIUM","Multifamily LR (1-4)","2913200000","9255 GREENWOOD AVE N","SEATTLE","WA","98103","47.69757","-122.35576","NORTHWEST","5","1979","3","1","20448","20448","0","20448","20448","0","87","23.39999962","23.70000076","484084","479432","65.59999847","66.30000305","Multifamily LR (1-4)","Multifamily Housing","20448","NA",,"NA",,"141877",,,"Compliant","No Issue","484085",,"2.8","0.137","false"
"22749","2023","SALVATION ARMY: SILVERCREST","Multifamily LR (1-4)","2914700005","9543 GREENWOOD AVE N","SEATTLE","WA","98103","47.6992","-122.35582","NORTHWEST","5","1994","3","1","46439","46439","0","46439","46439","0","72","31.29999924","31.60000038","1467401","1453791","73.40000153","73.90000153","Multifamily LR (1-4)","Multifamily Housing","46439","Pre-school/Daycare","6480","NA",,"317040",,"3857","Compliant","No Issue","1081739","385660","26.7","0.575","false"
"22753","2023","ASHFORD APARTMENTS","Multifamily LR (1-4)","2916200013","12726 GREENWOOD AVE N","SEATTLE","WA","98133","47.72251","-122.3551","NORTHWEST","5","1988","4","1","57693","43800","13893","37230","37230","0","51","34","33.70000076","1256410","1267417","95.30000305","94.5","Multifamily LR (1-4)","Multifamily Housing","37230","NA",,"NA",,"368233",,,"Compliant","No Issue","1256410",,"7.3","0.196","false"
"22759","2023","GREENWOOD COURT MANOR","Multifamily LR (1-4)","2918200061","13543 GREENWOOD AVE N","SEATTLE","WA","98133","47.72786","-122.35586","NORTHWEST","5","1995","3","1","26040","26040","0","32289","24789","7500",,"37.29999924","36.70000076","908535","923418","104.3000031","102.5999985","Multifamily LR (1-4)","Multifamily Housing","24134","Parking","7500","Office","655","266276",,,"Compliant","No Issue","908535",,"5.3","0.214","false"
"22801","2023","MEADOWBROOK COMMUNITY CENTER POOL","NonResidential","2826049024","10700 30TH AVE NE","SEATTLE","WA","98125","47.70544","-122.2918","NORTH","5","1996","2","1","29258","29258","0","34639","34639","0",,"172.6000061","178.3999939","6179370","5978896","280.7000122","286.7000122","Other - Recreation","Other - Recreation","31991","Fitness Center/Health Club/Gym","2648","Swimming Pool",,"576790",,"42114","Compliant","No Issue","1968007","4211360","234.6","6.773","false"
"22804","2023","LAKE CITY PROFESSIONAL CENTER","NonResidential","2826049043","2611 NE 125TH ST","SEATTLE","WA","98125","47.719","-122.29966","NORTH","5","1931","2","1","37500","37500","0","116927","116927","0","82","38.59999847","39.09999847","1552823","1531288","81.19999695","81.80000305","Office","Office","39695","NA",,"NA",,"270821",,"6288","Compliant","No Issue","924040","628780","38.7","0.331","false"
"22805","2023","PARK MEADOW APTS","Multifamily LR (1-4)","2826049119","10550 LAKE CITY WAY NE","SEATTLE","WA","98125","47.70647","-122.30126","NORTH","5","1990","3","1","39778","28392","11386","39778","28392","11386","71","38.5","38.70000076","1097875","1094384","107.9000015","108.3000031","Multifamily LR (1-4)","Multifamily Housing","21642","Parking","11386","Strip Mall","6750","321769",,,"Compliant","No Issue","1097875",,"6.4","0.225","false"
"22808","2023","MTN VIEW ESTATES","Multifamily LR (1-4)","2826049219","10522 LAKE CITY WAY NE","SEATTLE","WA","98125","47.70578","-122.30106","NORTH","5","1983","3","1","39187","36264","2923","36264","36264","0",,"28.5","28.70000076","1039088","1033747","79.80000305","80.19999695","Multifamily LR (1-4)","Multifamily Housing","29105","Retail Store","7159","NA",,"304539",,,"Compliant","No Issue","1039088",,"6","0.165","false"
"22810","2023","LAKESIDE SCHOOL","School","2832100190","14050 1ST AVE NE","SEATTLE","WA","98125","47.73143","-122.32784","NORTHWEST","5","1930","3","1","23983","23983","0","23983","23983","0","75","46.90000153","48.70000076","1167640","1124442","89.40000153","91.30000305","K-12 School","K-12 School","23983","NA",,"NA",,"161222",,"6176","Compliant","No Issue","550088","617550","35.9","1.497","false"
"22818","2023","WAREHOUSE","NonResidential","2840201475","4835 W MARGINAL WAY SW","SEATTLE","WA","98106","47.55832","-122.35239","DELRIDGE NEIGHBORHOODS","1","1980","1","1","24100","24100","0","24118","24118","0",,"31.60000038","33.40000153","806006","762374","55.5","57.40000153","Mixed Use Property","Other - Recreation","9652","Manufacturing/Industrial Plant","7853","Office","6613","90250",,"4981","Compliant","No Issue","307932","498070","28.2","1.169","false"
"22830","2023","SUMMIT ATLAS CHARTER SCHOOL","School","2858600090","9601 35TH AVE SW","SEATTLE","WA","98126","47.51709","-122.37797","SOUTHWEST","1","1971","1","1","23772","23772","0","83403","47653","35750","89","22.20000076","22.20000076","1060012","1060012","62.29999924","62.29999924","K-12 School","K-12 School","47653","Parking",,"NA",,"310672",,,"Compliant","No Issue","1060012",,"6.1","0.128","false"
"22831","2023","GRAHAM TERRACE VIEW CONDOMINIUM","Multifamily LR (1-4)","2861400000","6055 35TH AVE SW","SEATTLE","WA","98126","47.54685","-122.37676","SOUTHWEST","1","1979","3","1","24371","24371","0","24371","24371","0","59","29.79999924","30.29999924","737245","725330","83.30000305","84.69999695","Multifamily LR (1-4)","Multifamily Housing","24371","NA",,"NA",,"216074",,,"Compliant","No Issue","737245",,"4.3","0.176","false"
"22834","2023","UCDS SCHOOL","School","2862100610","5062 9TH AVE NE","SEATTLE","WA","98105","47.66665","-122.31818","NORTHEAST","4","2004","2","2","49667","49667","0","31343","31343","0",,,,,,,,"K-12 School","K-12 School","51515","NA",,"NA",,,,,"Compliant","No Issue",,,,,"false"
"22836","2023","GRANADA CONDOMINIUM","Multifamily LR (1-4)","2863000000","5025 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.55667","-122.3874","SOUTHWEST","1","1980","4","1","34142","34142","0","34142","34142","0","94","19.89999962","20.5","699863","680492","55.79999924","57.40000153","Multifamily LR (1-4)","Multifamily Housing","34142","NA",,"NA",,"205118",,,"Compliant","No Issue","699863",,"4.1","0.12","false"
"22838","2023","GRANDE THE CONDOMINIUM","Multifamily MR (5-9)","2867200000","601 W MERCER PL","SEATTLE","WA","98119","47.62531","-122.36513","MAGNOLIA / QUEEN ANNE","7","1995","5","1","32927","32512","415","32927","32512","415","95","31.5","32","1041114","1023960","64.19999695","64.80000305","Multifamily MR (5-9)","Multifamily Housing","32512","Parking","415","NA",,"169579",,"4625","Compliant","No Issue","578604","462510","27.9","0.858","false"
"22839","2023","GRANDVIEW CONDOMINIUM","Multifamily HR (10+)","2867400000","2201 3RD AVE","SEATTLE","WA","98121","47.61388","-122.34405","DOWNTOWN","7","1979","27","1","117069","117069","0","196010","170410","25600",,"25.89999962","26.89999962","4578057","4422118","72.69999695","75.19999695","Multifamily HR (10+)","Multifamily Housing","164210","Parking","25600","Retail Store","6200","1341752",,,"Compliant","No Issue","4578058",,"26.6","0.156","false"
"22840","2023","GRANDVIEW PLAZA CONDOMINIUM","Multifamily MR (5-9)","2867600000","4528 8TH AVE NE","SEATTLE","WA","98105","47.66206","-122.31924","NORTHEAST","4","1996","6","1","30713","30713","0","44142","30773","13369",,"30.20000076","30.89999962","949651","928300","61.70000076","63","Multifamily MR (5-9)","Multifamily Housing","26634","Parking","11021","Urgent Care/Clinic/Other Outpatient","2357","157694",,"4116","Compliant","No Issue","538051","411600","24.9","0.809","false"
"22850","2023","GREEN LAKE CONDOMINIUM","Multifamily MR (5-9)","2878900000","7020 WOODLAWN AVE NE","SEATTLE","WA","98115","47.67946","-122.32427","NORTHWEST","6","2003","6","1","125774","125774","0","125774","125774","0","59","29.10000038","29.20000076","3669566","3661758","69.69999695","69.69999695","Multifamily MR (5-9)","Multifamily Housing","125774","Parking","51738","Retail Store","6850","823489",,"8598","Compliant","No Issue","2809745","859820","61.9","0.492","false"
"22860","2023","LAKESIDE PLAZA","NonResidential","2886200375","7900 E GREEN LAKE DR N","SEATTLE","WA","98103","47.68582","-122.33709","NORTHWEST","6","1996","3","1","55912","33062","22850","57114","33062","24052",,"63.5","61","2017797","2100269","177.8999939","170.8999939","Mixed Use Property","Parking","24052","Office","23501","Retail Store","9561","591383",,,"Compliant","No Issue","2017798",,"11.7","0.354","false"
"22863","2023","MAX PERFORMANCE","NonResidential","2771100555","4220 22ND AVE W","SEATTLE","WA","98199","47.65843","-122.38435","MAGNOLIA / QUEEN ANNE","6","1957","2","1","20294","20294","0","0","0","0",,,,,,,,"Manufacturing/Industrial Plant","Manufacturing/Industrial Plant","22000","NA",,"NA",,"108275",,,"Not Compliant","Missing EUI, Incomplete Fuel Data","369435",,"2.1",,"false"
"22866","2023","FISHERMAN'S COMMERCE BLDG","NonResidential","2771100895","4037 21ST AVE W","SEATTLE","WA","98199","47.65708","-122.38383","MAGNOLIA / QUEEN ANNE","6","1983","4","1","40571","29722","10849","28827","28827","0","68","44.09999847","44.90000153","1077708","1058250","123.4000015","125.6999969","Office","Office","24008","NA",,"NA",,"315858",,,"Compliant","No Issue","1077708",,"6.3","0.219","false"
"22867","2023","ICICLE COURT OFFICE BLDG","NonResidential","2771100925","4019 21ST AVE W","SEATTLE","WA","98199","47.65649","-122.38383","MAGNOLIA / QUEEN ANNE","6","1983","4","1","41707","26048","15659","53707","41707","12000","85","28.60000038","28.89999962","1206790","1193699","79.59999847","80.5","Office","Office","41707","Parking","12000","NA",,"349937",,"128","Compliant","No Issue","1193985","12800","7.6","0.182","false"
"22881","2023","INTERBAY BUILDING (OFFICE & WAREHOUSE)","NonResidential","2771102250","3401 THORNDYKE AVE W","SEATTLE","WA","98119","47.65118","-122.37875","MAGNOLIA / QUEEN ANNE","7","1960","2","1","57644","57644","0","56913","56913","0",,"44.70000076","44.90000153","2557302","2542903","112.6999969","113","Mixed Use Property","Office","23588","Other - Services","16688","Non-Refrigerated Warehouse","16637","627371",,"4167","Compliant","No Issue","2140589","416710","34.5","0.606","false"
"22883","2023","KELLER SUPPLY","NonResidential","2771102515","3209 17TH AVE W","SEATTLE","WA","98119","47.64913","-122.37929","MAGNOLIA / QUEEN ANNE","7","1955","2","1","39497","39497","0","39497","39497","0","22","38.29999924","39.09999847","1545835","1511704","95.30000305","97.09999847","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","25547","Office","13950","NA",,"370679",,"2811","Compliant","No Issue","1264757","281080","22.2","0.562","false"
"22894","2023","LYONS GATE APARTMENTS","Multifamily LR (1-4)","2771104420","2632 21ST AVE W","SEATTLE","WA","98199","47.64393","-122.38313","MAGNOLIA / QUEEN ANNE","7","2001","3","1","69881","69881","0","69881","69881","0","94","19.79999924","20.20000076","1413067","1384029","52.09999847","53.29999924","Multifamily LR (1-4)","Multifamily Housing","69881","NA",,"NA",,"375340",,"1324","Compliant","No Issue","1280661","132410","14.4","0.206","false"
"22896","2023","AIRE APARTMENTS","Multifamily MR (5-9)","2771106030","2572 GILMAN DR W","SEATTLE","WA","98119","47.64271","-122.3755","MAGNOLIA / QUEEN ANNE","7","1991","5","1","48632","31756","16876","48632","31756","16876","100","24","24.20000076","769474","763223","67.30000305","67.80000305","Multifamily MR (5-9)","Multifamily Housing","31756","Parking","16876","NA",,"225520",,,"Compliant","No Issue","769474",,"4.5","0.142","false"
"22899","2023","RALEIGH HOUSE","Multifamily LR (1-4)","2771108040","2501 14TH AVE W","SEATTLE","WA","98119","47.64104","-122.37539","MAGNOLIA / QUEEN ANNE","7","1963","3","1","21094","21094","0","21094","21094","0","71","31.60000038","32.29999924","681312","667572","88.59999847","90.40000153","Multifamily LR (1-4)","Multifamily Housing","21094","NA",,"NA",,"199681",,,"Compliant","No Issue","681312",,"4","0.19","false"
"22902","2023","MAGNOLIA COURT","Multifamily MR (5-9)","2771600390","2207 W RAYE ST","SEATTLE","WA","98199","47.64274","-122.38516","MAGNOLIA / QUEEN ANNE","7","1988","7","1","28799","22694","6105","28799","22694","6105","99","25.29999924","25.60000038","582042","574855","70.90000153","71.80000305","Multifamily MR (5-9)","Multifamily Housing","22694","Parking","6105","NA",,"170587",,,"Compliant","No Issue","582043",,"3.4","0.15","false"
